,MACE-OMOL-0-100M,MACE-OMOL-0-4M
BH9_05_21R2,-691.4573289690834,-691.4573948530251
BH9_05_21TS,-1153.6490200474022,-1153.6716217303765
BH9_05_22P1,-589.7318321340254,-589.8266811310559
BH9_05_22P2,-692.3216486244154,-692.3221112857698
BH9_05_22R1,-590.6124216847761,-590.6129833813206
BH9_05_22R2,-691.4573288950513,-691.4573948753464
BH9_05_22TS,-1282.0419458430047,-1282.0911974853248
BH9_05_23P1,-424.5174123056281,-424.597798025557
BH9_05_23P2,-692.321648631112,-692.3221112922803
BH9_05_23R1,-425.36859229410885,-425.36914784552835
BH9_05_23R2,-691.4573289030659,-691.4573949209848
BH9_05_23TS,-1116.810205371814,-1116.8333038443402
BH9_05_24P1,-676.9671193212239,-676.9638073513408
BH9_05_24P2,-839.2270837568458,-839.2249531657295
BH9_05_24R1,-677.7802110803581,-677.7797208100212
BH9_05_24R2,-838.4269614050229,-838.4278829698866
BH9_05_24TS,-1516.1822139954452,-1516.1843024144046
BH9_05_25P1,-499.7466821852939,-499.8284951591766
BH9_05_25P2,-692.321648636394,-692.3221112981498
BH9_05_25R1,-500.5895034335453,-500.5904230206203
BH9_05_25R2,-691.4573288718409,-691.4573949500509
BH9_05_25TS,-1192.0363595846964,-1192.067745897653
BH9_05_26P1,-462.6063599846593,-462.6617934936809
BH9_05_26P2,-692.3216486290319,-692.3221112903562
BH9_05_26R1,-463.4511336315813,-463.4517151761294
BH9_05_26R2,-691.4573289185477,-691.4573948518024
BH9_05_26TS,-1154.8987301015895,-1154.9142725767583
BH9_05_27P1,-462.64393974406056,-462.6999203580205
BH9_05_27P2,-692.3216486362907,-692.3221112975408
BH9_05_27R1,-463.4823550436672,-463.48247955393816
BH9_05_27R2,-691.4573289141463,-691.4573948581362
BH9_05_27TS,-1154.9383037963848,-1154.9614453113509
BH9_05_2P,-511.81970787336826,-511.81951171944183
BH9_05_2R,-511.8172676685068,-511.81721480901507
BH9_05_2TS,-511.785823723952,-511.78051598681594
BH9_05_30P1,-463.8256657710643,-463.87527101354203
BH9_05_30P2,-692.3216486333134,-692.3221112946493
BH9_05_30R1,-464.6757226984145,-464.6764526573566
BH9_05_30R2,-691.4573288881701,-691.4573949292237
BH9_05_30TS,-1156.123142513112,-1156.153289035149
BH9_05_31P1,-576.9463749364913,-576.9945003459841
BH9_05_31P2,-692.3216486314208,-692.322111293081
BH9_05_31R1,-577.8088222922171,-577.8097338603795
BH9_05_31R2,-691.4573288897113,-691.4573949358904
BH9_05_31TS,-1269.2419661224694,-1269.2818984205314
BH9_05_32P1,-501.9488307302076,-501.99068944596956
BH9_05_32P2,-692.3216486301661,-692.3221112914327
BH9_05_32R1,-502.79048902555223,-502.7914377767367
BH9_05_32R2,-691.4573289829066,-691.4573948902901
BH9_05_32TS,-1194.2384316832702,-1194.2657902795222
BH9_05_33P1,-540.0130830764044,-540.0569601003072
BH9_05_33P2,-692.3216486371723,-692.3221112988399
BH9_05_33R1,-540.8480902642881,-540.8486996342153
BH9_05_33R2,-691.4573289067449,-691.4573948619382
BH9_05_33TS,-1232.296887133669,-1232.3099254955146
BH9_05_34P1,-577.891496708732,-578.0170027061976
BH9_05_34P2,-692.3216486306088,-692.3221112917735
BH9_05_34R1,-578.7229400869943,-578.722514000527
BH9_05_34R2,-691.4573288423685,-691.457394948061
BH9_05_34TS,-1270.1749044935927,-1270.193368090151
BH9_05_35P1,-577.1513689832851,-577.2247838054259
BH9_05_35P2,-692.3216486297104,-692.3221112904354
BH9_05_35R1,-577.9830711935625,-577.983923614689
BH9_05_35R2,-691.4573289228132,-691.4573948619815
BH9_05_35TS,-1269.435873801264,-1269.4529433019763
BH9_05_36P1,-799.1112409927916,-799.117610583004
BH9_05_36P2,-711.7733012428104,-711.7741309308713
BH9_05_36R1,-799.9327773631177,-799.9313725667704
BH9_05_36R2,-710.9499262169162,-710.95359941269
BH9_05_36TS,-1510.8627318487434,-1510.859789253197
BH9_05_38P1,-503.12396888713874,-503.1619986305994
BH9_05_38P2,-692.3216486296096,-692.3221112907735
BH9_05_38R1,-503.97620062976586,-503.97705932295577
BH9_05_38R2,-691.4573288953005,-691.4573948828936
BH9_05_38TS,-1195.4249155616899,-1195.4539364546254
BH9_05_39P1,-503.1370632143385,-503.1826264606637
BH9_05_39P2,-692.3216486317689,-692.3221112931077
BH9_05_39R1,-503.9822159480025,-503.9831391113803
BH9_05_39R2,-691.4573289807769,-691.4573948835833
BH9_05_39TS,-1195.434375670968,-1195.4625992620468
BH9_05_3P,-495.7237567851743,-495.7231963945568
BH9_05_3R,-495.7179272132211,-495.7175783623709
BH9_05_3TS,-495.69707113148996,-495.6912951469372
BH9_05_40P1,-783.087460308065,-783.0897491197595
BH9_05_40P2,-711.7733012437617,-711.7741309314913
BH9_05_40R1,-783.8956304645687,-783.8943681751674
BH9_05_40R2,-710.9527969446578,-710.9557784660191
BH9_05_40TS,-1494.8434414933517,-1494.8498242748851
BH9_05_41P1,-542.4273659078372,-542.4631295742805
BH9_05_41P2,-692.3216486292674,-692.3221112903775
BH9_05_41R1,-543.2863333279862,-543.2871765593089
BH9_05_41R2,-691.4573289331865,-691.4573949125247
BH9_05_41TS,-1234.7186059010016,-1234.742495135557
BH9_05_42P1,-732.7800340121505,-732.8795947776051
BH9_05_42P2,-692.3216486253066,-692.3221112863648
BH9_05_42R1,-733.62984329889,-733.630685114109
BH9_05_42R2,-691.4573288870678,-691.4573948833328
BH9_05_42TS,-1425.0697627487798,-1425.1160522037478
BH9_05_4P,-572.1473333266775,-572.1473949223624
BH9_05_4R,-572.1178905418791,-572.1171345031523
BH9_05_4TS,-572.1096436733445,-572.1064594456618
BH9_05_5P1,-248.63917970264703,-248.63743590352408
BH9_05_5P2,-265.4810295849412,-265.4816529383053
BH9_05_5R1,-249.43852738400915,-249.43842322692922
BH9_05_5R2,-264.6629817098503,-264.6624657620468
BH9_05_5TS,-514.0946792920587,-514.0702656206382
BH9_05_6P,-705.8920891195596,-705.8907895708669
BH9_05_6R,-705.889306376599,-705.8876753157197
BH9_05_6TS,-705.8765271551835,-705.8742433560399
BH9_05_7P1,-264.6629817087869,-264.6624657616948
BH9_05_7P2,-288.7481826823421,-288.7480637182973
BH9_05_7R1,-265.481029586796,-265.4816529414518
BH9_05_7R2,-287.9560674711202,-287.95464230633763
BH9_05_7TS,-553.406661537418,-553.383495534205
BH9_05_8P,-586.282958501112,-586.3018172536115
BH9_05_8R,-586.2740279428389,-586.3045150573075
BH9_05_8TS,-586.2711080963098,-586.3194002877106
BH9_05_9P,-586.2322925369909,-586.2685192511182
BH9_05_9R,-586.2183134843666,-586.2392198930702
BH9_05_9TS,-586.2223318262404,-586.2275664732251
BH9_06_10P,-683.2883848012108,-683.2886066638604
BH9_06_10R1,-344.54739259622835,-344.54727517043074
BH9_06_10R2,-338.6619141696159,-338.66213375560545
BH9_06_10TS,-683.2010391532285,-683.1902770835885
BH9_06_11P,-683.2869561252896,-683.2875204241838
BH9_06_11R1,-344.5473925550334,-344.54727513305534
BH9_06_11R2,-338.6619141492548,-338.66213373009697
BH9_06_11TS,-683.2030329674633,-683.1942147142668
BH9_06_12P,-683.286956123635,-683.2875204238796
BH9_06_12R,-683.2947232138989,-683.2940828137457
BH9_06_12TS,-683.2643121584551,-683.2517606529461
BH9_06_13P,-683.3056547372747,-683.3086365535158
BH9_06_13R,-683.2947232128811,-683.2940828121184
BH9_06_13TS,-683.280792210097,-683.2796745349536
BH9_06_14P,-683.2869561306183,-683.2875204334753
BH9_06_14R,-683.289521164226,-683.2892571758482
BH9_06_14TS,-683.2705878270743,-683.2578960349257
BH9_06_15P,-762.891617921933,-762.8980036605251
BH9_06_15R1,-235.7879948543074,-235.7881676801981
BH9_06_15R2,-527.0571260630641,-527.069827578582
BH9_06_15TS,-762.8452736345943,-762.8504855448035
BH9_06_16P,-1041.6467029984406,-1041.6482200600121
BH9_06_16R,-1041.5918658432577,-1041.591485125734
BH9_06_16TS,-1041.5588037515088,-1041.5503870827354
BH9_06_17P,-1041.6472320667435,-1041.648895585643
BH9_06_17R,-1041.5925527247052,-1041.5919570150272
BH9_06_17TS,-1041.5583794197182,-1041.548948892621
BH9_06_18P1,-812.301922148892,-812.3076951840527
BH9_06_18P2,-409.8068363028875,-409.806490816942
BH9_06_18R1,-812.9363588670055,-812.9361181784496
BH9_06_18R2,-409.1568846646554,-409.17051430767185
BH9_06_18TS,-1222.0865778057657,-1222.0918872502084
BH9_06_19P,-1635.027809114338,-1635.0381693450654
BH9_06_19R1,-117.87547869678782,-117.87553323574078
BH9_06_19R2,-1517.1364550253859,-1517.152650877659
BH9_06_19TS,-1635.0069266705061,-1635.0151718821921
BH9_06_1P1,-409.15688446407705,-409.17051400957416
BH9_06_1P2,-151.57119113238946,-151.5710745903842
BH9_06_1R1,-409.806836289976,-409.8064908081344
BH9_06_1R2,-150.91510938819513,-150.9341256660248
BH9_06_1TS,-560.7123909736779,-560.723414591494
BH9_06_20P,-1734.2976538665193,-1734.308600003536
BH9_06_20R1,-217.14415778481163,-217.14400287766975
BH9_06_20R2,-1517.1364550253859,-1517.152650877659
BH9_06_20TS,-1734.2762295828245,-1734.2850178116894
BH9_06_21P1,-1517.1364550253859,-1517.152650877659
BH9_06_21P2,-553.2151334612801,-553.2151816965066
BH9_06_21R1,-1517.763773321139,-1517.766347447537
BH9_06_21R2,-552.5750092118121,-552.5743716297555
BH9_06_21TS,-2070.346528871766,-2070.360673983792
BH9_06_22P,-1674.3353321470324,-1674.3454234519572
BH9_06_22R1,-157.18172769847655,-157.18179022560417
BH9_06_22R2,-1517.1364550253859,-1517.152650877659
BH9_06_22TS,-1674.3151929228559,-1674.3235210911816
BH9_06_23P,-920.1080945379316,-920.1144165183689
BH9_06_23R1,-393.00549789330915,-393.0058559647305
BH9_06_23R2,-527.0571260609339,-527.0698275756724
BH9_06_23TS,-920.0637226064352,-920.0692430455553
BH9_06_24P,-1131.2438641613635,-1131.2450734706085
BH9_06_24R1,-786.6112284863136,-786.6124241168251
BH9_06_24R2,-344.54739259255285,-344.54727514847605
BH9_06_24TS,-1131.1508183064159,-1131.1547967816764
BH9_06_25P,-1131.2358677385957,-1131.2383452581612
BH9_06_25R1,-786.6112284869226,-786.6124241151362
BH9_06_25R2,-344.547392527624,-344.5472751157568
BH9_06_25TS,-1131.1434112449463,-1131.1379494874573
BH9_06_26P,-1131.2330550248096,-1131.2355738335343
BH9_06_26R1,-786.6112284828399,-786.6124241050449
BH9_06_26R2,-344.5473925650305,-344.54727514287634
BH9_06_26TS,-1131.1399305900927,-1131.1380854454121
BH9_06_27P,-1131.2360568490624,-1131.2385076489984
BH9_06_27R,-1131.243864191484,-1131.2450735065522
BH9_06_27TS,-1131.215853040069,-1131.2187103060346
BH9_06_28P,-1131.2326406572165,-1131.2352437615837
BH9_06_28R,-1131.2383294433605,-1131.2400381327209
BH9_06_28TS,-1131.207292814654,-1131.1998130974414
BH9_06_29P,-1131.235867743475,-1131.2383452635877
BH9_06_29R,-1131.232640662044,-1131.2352437672694
BH9_06_29TS,-1131.2015629339505,-1131.1906018250518
BH9_06_2P,-487.76862065676755,-487.77349744669056
BH9_06_2R1,-78.56661614334544,-78.56660873584717
BH9_06_2R2,-409.15688468537746,-409.1705143542267
BH9_06_2TS,-487.72151121951845,-487.72813210112264
BH9_06_30P,-1131.2362133677987,-1131.2383625753657
BH9_06_30R,-1131.233055010532,-1131.2355738190954
BH9_06_30TS,-1131.2085361455916,-1131.19867895265
BH9_06_31P,-1712.4488809590862,-1712.4586203518272
BH9_06_31R1,-195.29242944545948,-195.29233427228664
BH9_06_31R2,-1517.1364550253859,-1517.152650877659
BH9_06_31TS,-1712.4267365960925,-1712.4358394044157
BH9_06_32P,-1812.9149000730918,-1812.9263105788157
BH9_06_32R1,-295.7594279494025,-295.7595158848464
BH9_06_32R2,-1517.1364550253859,-1517.152650877659
BH9_06_32TS,-1812.8933541672218,-1812.9030093117492
BH9_06_33P1,-1517.1364550253859,-1517.152650877659
BH9_06_33P2,-695.4293658467284,-695.4295749952862
BH9_06_33R1,-1517.763773321139,-1517.766347447537
BH9_06_33R2,-694.7714330128482,-694.7770715968065
BH9_06_33TS,-2212.53756881261,-2212.5447889967854
BH9_06_34P,-1752.9446924683073,-1752.9561333447168
BH9_06_34R1,-235.78799485547827,-235.78816768139774
BH9_06_34R2,-1517.1364550253859,-1517.152650877659
BH9_06_34TS,-1752.9237215931737,-1752.9326793879538
BH9_06_35P,-1792.2499959847685,-1792.2618871584907
BH9_06_35R1,-275.1003002154098,-275.10034306711594
BH9_06_35R2,-1517.1364550253859,-1517.152650877659
BH9_06_35TS,-1792.22987990502,-1792.2377045073213
BH9_06_3P,-639.2219104509805,-639.2313593103253
BH9_06_3R1,-230.0285863067645,-230.0286337130416
BH9_06_3R2,-409.1568847756576,-409.1705144563543
BH9_06_3TS,-639.1806315725484,-639.1901065369029
BH9_06_4P,-962.193121648385,-962.2015894008806
BH9_06_4R1,-552.993478108167,-552.9936697669638
BH9_06_4R2,-409.1568848393202,-409.1705145649139
BH9_06_4TS,-962.1458528189381,-962.1540032104009
BH9_06_5P,-1754.4408568523754,-1754.450455133746
BH9_06_5R1,-348.91668777363765,-348.91660581928966
BH9_06_5R2,-1405.5513345658158,-1405.5524342266028
BH9_06_5TS,-1754.4444430103713,-1754.444509408392
BH9_06_6P,-658.6469632865479,-658.656270957808
BH9_06_6R1,-249.46174223164644,-249.46176198677946
BH9_06_6R2,-409.1568847526381,-409.1705144408359
BH9_06_6TS,-658.6138622127829,-658.623064538849
BH9_06_7P1,-409.15688476637956,-409.1705144289093
BH9_06_7P2,-233.64635769932502,-233.6464555418502
BH9_06_7R1,-409.8068362427746,-409.8064907777859
BH9_06_7R2,-232.9755222895631,-232.97547868233298
BH9_06_7TS,-642.7762457308819,-642.7803463940272
BH9_06_8P,-812.3017654470846,-812.3073484442286
BH9_06_8R1,-403.1108562669487,-403.11085150256235
BH9_06_8R2,-409.1568847111779,-409.1705143781914
BH9_06_8TS,-812.2653092826469,-812.2729834050783
BH9_06_9P,-812.2985682782643,-812.3057664022672
BH9_06_9R1,-403.110856290146,-403.11085152687826
BH9_06_9R2,-409.1568845408766,-409.17051409980337
BH9_06_9TS,-812.2608287540996,-812.2695657621148
BH9_07_10P1,-683.0228653953528,-683.022301989869
BH9_07_10P2,-76.43366438280371,-76.43358589577534
BH9_07_10R1,-683.0520159854011,-683.0512837218306
BH9_07_10R2,-76.43366438280371,-76.43358589577534
BH9_07_10TS,-759.4598984976742,-759.4588748411171
BH9_07_1P,-323.5343960278066,-323.5341754372933
BH9_07_1R,-323.53318151172317,-323.5329393160357
BH9_07_1TS,-323.4747939134382,-323.4743397575399
BH9_07_2P,-495.5708811470131,-495.57058992358435
BH9_07_2R,-495.57051768654566,-495.5711770880543
BH9_07_2TS,-495.5695200338388,-495.56974894452105
BH9_07_3P,-542.6228689621906,-542.6223262946041
BH9_07_3R,-542.6236097409122,-542.6231803595931
BH9_07_3TS,-542.5643557455197,-542.563304754985
BH9_07_4P1,-230.542466178961,-230.5328189365739
BH9_07_4P2,-193.1433908400535,-193.1434528426204
BH9_07_4R1,-231.15666881982747,-231.15662365849062
BH9_07_4R2,-192.54232358679553,-192.54670257731578
BH9_07_4TS,-423.68604901047934,-423.683042034528
BH9_07_5P,-730.1833580870498,-730.1843394766032
BH9_07_5R,-730.0925280739789,-730.0901096351588
BH9_07_5TS,-730.0716010520998,-730.0747147043185
BH9_07_6P,-1366.7243166406795,-1366.7196818996142
BH9_07_6R,-1366.7682087554874,-1366.7680953577994
BH9_07_6TS,-1366.7210172818475,-1366.716904229254
BH9_07_7P,-1406.0793244596712,-1406.0787964168605
BH9_07_7R,-1406.0310866641655,-1406.0262648219702
BH9_07_7TS,-1406.0279014405448,-1406.0236060659158
BH9_07_8P1,-629.5104837196449,-629.508560203452
BH9_07_8P2,-630.0615570447153,-630.0620706586575
BH9_07_8R1,-630.0596486944651,-630.0601268420019
BH9_07_8R2,-629.5104836836687,-629.5085601946718
BH9_07_8TS,-1259.6197933162523,-1259.6152118899863
BH9_07_9P1,-323.53439606019157,-323.53417546990244
BH9_07_9P2,-76.43366438280371,-76.43358589577534
BH9_07_9R1,-323.5331815040368,-323.5329393084171
BH9_07_9R2,-76.43366438280371,-76.43358589577534
BH9_07_9TS,-399.960748983361,-399.95959440840653
BH9_08_10P1,-1442.7474696818656,-1442.7476130038588
BH9_08_10P2,-721.4205661119703,-721.4208788554969
BH9_08_10R1,-1442.7426162181948,-1442.7428763730209
BH9_08_10R2,-721.4202864550426,-721.4204457276263
BH9_08_10TS,-2164.152077766201,-2164.1483907552747
BH9_08_11P1,-761.2601943762369,-761.2604119976028
BH9_08_11P2,-1028.8389794012767,-1028.8389182263954
BH9_08_11R1,-1068.6428259963106,-1068.6435862638136
BH9_08_11R2,-721.4205661183375,-721.4208788592598
BH9_08_11TS,-1790.067245303549,-1790.066625350042
BH9_08_12P1,-546.3079956182524,-546.3060706262308
BH9_08_12P2,-915.0833987255598,-915.0831806394217
BH9_08_12R1,-954.7405114862104,-954.73937270573
BH9_08_12R2,-506.6662672819798,-506.666073900642
BH9_08_12TS,-1461.378964925525,-1461.3815937913268
BH9_08_13P1,-174.80779106742563,-174.80759877278626
BH9_08_13P2,-1128.6670734583847,-1128.6671218582508
BH9_08_13R1,-1207.6291994745766,-1207.6304894511977
BH9_08_13R2,-95.83889146421276,-95.83903573515369
BH9_08_13TS,-1303.4465739059858,-1303.4468922024996
BH9_08_14P1,-1023.7508966142188,-1023.7520842092661
BH9_08_14P2,-495.5513920187499,-495.54950376075715
BH9_08_14R1,-571.2986927037101,-571.2991849264944
BH9_08_14R2,-948.0592501810886,-948.0568123791913
BH9_08_14TS,-1519.3008020803336,-1519.292007452658
BH9_08_15P1,-988.7889772232337,-988.7898793068383
BH9_08_15P2,-552.2590637434904,-552.2588220083942
BH9_08_15R1,-1029.2396654238883,-1029.2407049027047
BH9_08_15R2,-511.83206465145327,-511.8320435251114
BH9_08_15TS,-1541.0463591013324,-1541.0483874036431
BH9_08_1P1,-139.7480840354967,-139.74798930668211
BH9_08_1P2,-228.54501915888466,-228.5456441236714
BH9_08_1R1,-268.39544000674505,-268.3952914654575
BH9_08_1R2,-99.8682644688914,-99.85679570089528
BH9_08_1TS,-368.2704597770534,-368.26224581133414
BH9_08_2P1,-500.0859585443487,-500.0858239558066
BH9_08_2P2,-228.54501915258297,-228.54564411837617
BH9_08_2R1,-268.39544000674505,-268.3952914654575
BH9_08_2R2,-460.26046909538786,-460.2601558399655
BH9_08_2TS,-728.6304253627599,-728.6256996622845
BH9_08_3P1,-190.96711736362866,-190.96702579885823
BH9_08_3P2,-505.1136542165487,-505.1120619911434
BH9_08_3R1,-620.2578028002986,-620.2573873792147
BH9_08_3R2,-75.80658607921089,-75.8077012023202
BH9_08_3TS,-696.0369563976424,-696.0332177252977
BH9_08_4P,-1635.7086242150801,-1635.7090805703972
BH9_08_4R1,-914.2773941283256,-914.2770433928858
BH9_08_4R2,-721.4205661080939,-721.4208788505199
BH9_08_4TS,-1635.656470231933,-1635.653359587925
BH9_08_5P1,-779.6033453644852,-779.6040195531962
BH9_08_5P2,-460.26046909538786,-460.2601558399655
BH9_08_5R1,-728.0068946828272,-728.0067793591757
BH9_08_5R2,-511.84078530789094,-511.8407182225303
BH9_08_5TS,-1239.8558895379822,-1239.8569899832949
BH9_08_6P1,-526.522124495253,-526.5221150239258
BH9_08_6P2,-458.7980470648376,-458.7983893917077
BH9_08_6R1,-573.8919337169324,-573.8923139832015
BH9_08_6R2,-411.4415657823263,-411.43956468029535
BH9_08_6TS,-985.3025295810847,-985.3000996083294
BH9_08_7P1,-761.260194376837,-761.2604119994189
BH9_08_7P2,-581.3743597271381,-581.3740284376199
BH9_08_7R1,-621.2098596901245,-621.2097930119915
BH9_08_7R2,-721.4202864520364,-721.4204457297949
BH9_08_7TS,-1342.615105346015,-1342.6109766943182
BH9_08_8P1,-324.1122528561181,-324.11206060802795
BH9_08_8P2,-915.0839000841905,-915.083737587079
BH9_08_8R1,-954.740511497687,-954.7393727168526
BH9_08_8R2,-284.4605605211714,-284.46058265302486
BH9_08_8TS,-1239.1704612837439,-1239.1648071507168
BH9_08_9P1,-1140.5314334862844,-1140.5317174136483
BH9_08_9P2,-486.7034705857849,-486.7018271951988
BH9_08_9R1,-983.5257492176487,-983.5261229178003
BH9_08_9R2,-643.7230459028534,-643.7249526597334
BH9_08_9TS,-1627.2452444330684,-1627.2437842620488
BH9_09_10P,-723.6316530253216,-723.63092728313
BH9_09_10R,-723.6226000558675,-723.6196859608401
BH9_09_10TS,-723.6212685495469,-723.6203012179657
BH9_09_11P,-730.0925280897485,-730.0901096339608
BH9_09_11R1,-421.7343772309132,-421.73441024621025
BH9_09_11R2,-308.3810123388342,-308.3810866597027
BH9_09_11TS,-730.0665657207469,-730.0566057266843
BH9_09_12P,-970.1100059143852,-970.1076737421424
BH9_09_12R1,-704.6052915417229,-704.605749642067
BH9_09_12R2,-265.523904669212,-265.52391643752145
BH9_09_12TS,-970.1091938392469,-970.1070569674887
BH9_09_13P,-1029.414594616415,-1029.4153896474907
BH9_09_13R1,-188.62426336186334,-188.62427866012504
BH9_09_13R2,-840.7842806172667,-840.78307865884
BH9_09_13TS,-1029.4008827076177,-1029.3999448848747
BH9_09_14P,-615.4755570623206,-615.4708759018498
BH9_09_14R1,-231.15666880740858,-231.15662364569343
BH9_09_14R2,-384.29645016493396,-384.2966423782285
BH9_09_14TS,-615.4474539822352,-615.4402130863874
BH9_09_15P,-615.4661699653967,-615.4605975008869
BH9_09_15R1,-231.15666881250695,-231.15662365085382
BH9_09_15R2,-384.29645016493396,-384.2966423782285
BH9_09_15TS,-615.4448045573287,-615.4395107000599
BH9_09_16P,-615.4780130149188,-615.4732081976196
BH9_09_16R1,-231.16468677099837,-231.16439439243211
BH9_09_16R2,-384.29645016522176,-384.29664237819486
BH9_09_16TS,-615.4557120359647,-615.4476703606431
BH9_09_17P,-615.4983572589132,-615.4962811113796
BH9_09_17R1,-231.16468678595908,-231.1643944060349
BH9_09_17R2,-384.29645016493396,-384.2966423782285
BH9_09_17TS,-615.4445857402163,-615.4369923510246
BH9_09_18P,-1278.2899207537193,-1278.2909860108623
BH9_09_18R1,-591.3397174534209,-591.3396379504304
BH9_09_18R2,-686.9232998739045,-686.9220699310109
BH9_09_18TS,-1278.2505402906934,-1278.2496832062864
BH9_09_19P,-728.714759138926,-728.7119261194624
BH9_09_19R,-728.7282143788749,-728.7261895049888
BH9_09_19TS,-728.6997773226556,-728.6979560174246
BH9_09_1P,-286.0220624557006,-286.0214100447172
BH9_09_1R1,-193.14339083653616,-193.14345284658575
BH9_09_1R2,-92.8502894183587,-92.84466932449963
BH9_09_1TS,-286.0156869016748,-286.01092162046064
BH9_09_20P,-932.8294911458747,-932.8300162851403
BH9_09_20R,-932.8180696621903,-932.8166318337984
BH9_09_20TS,-932.8131433219924,-932.812631566411
BH9_09_21P,-839.3564568943684,-839.3442751686348
BH9_09_21R1,-422.96767584158863,-422.9679867976108
BH9_09_21R2,-416.3721906671093,-416.36756478087585
BH9_09_21TS,-839.3394019463425,-839.3285926210629
BH9_09_22P,-968.3214588448967,-968.3198384513094
BH9_09_22R,-968.3360017417881,-968.3329286771025
BH9_09_22TS,-968.3160869090282,-968.3154215259033
BH9_09_23P,-586.4734644987299,-586.4747726856
BH9_09_23R,-586.4630770078571,-586.4638041915106
BH9_09_23TS,-586.4552324707219,-586.4586250000489
BH9_09_24P,-587.6870761973468,-587.687018633223
BH9_09_24R,-587.6595010428647,-587.6592049065677
BH9_09_24TS,-587.6501759315784,-587.6551857944131
BH9_09_25P,-992.0837201571077,-992.0849479183181
BH9_09_25R,-992.0766811596628,-992.0823270795363
BH9_09_25TS,-992.0712463503492,-992.0735382133905
BH9_09_26P,-1675.6281494780205,-1675.630827926054
BH9_09_26R1,-911.430445963294,-911.4311033693498
BH9_09_26R2,-764.1996528065971,-764.1997064335354
BH9_09_26TS,-1675.6196431518915,-1675.6201489821806
BH9_09_2P,-438.46039876553385,-438.45969806354134
BH9_09_2R1,-345.57290157317766,-345.57290492703737
BH9_09_2R2,-92.8502894183587,-92.84466932449963
BH9_09_2TS,-438.45151348297935,-438.4446259225728
BH9_09_3P,-309.20199808009306,-309.19620333159753
BH9_09_3R1,-116.63844374349125,-116.6385134043708
BH9_09_3R2,-192.5423236019005,-192.54670261618512
BH9_09_3TS,-309.1541997922712,-309.14992816932863
BH9_09_4P,-309.198054910608,-309.1923886169838
BH9_09_4R1,-116.63844374024751,-116.63851340101057
BH9_09_4R2,-192.54232358642813,-192.5467025838444
BH9_09_4TS,-309.15843948312283,-309.1565042269245
BH9_09_5P,-309.1958215113484,-309.1912090684087
BH9_09_5R1,-116.63898789705551,-116.63900522863159
BH9_09_5R2,-192.5423235905717,-192.54670259929492
BH9_09_5TS,-309.153579728094,-309.15144562221246
BH9_09_6P,-309.22477228161245,-309.223031538984
BH9_09_6R1,-116.63898789754123,-116.63900522907461
BH9_09_6R2,-192.5423235869921,-192.5467025814163
BH9_09_6TS,-309.17230390789206,-309.16959079935253
BH9_09_7P,-423.73062865255486,-423.72697758871715
BH9_09_7R1,-231.1566688108372,-231.15662364861393
BH9_09_7R2,-192.54232358512164,-192.54670258110744
BH9_09_7TS,-423.6986450351456,-423.6923034330237
BH9_09_8P,-423.73293954685755,-423.72765491936804
BH9_09_8R1,-231.16468678983654,-231.16439440956398
BH9_09_8R2,-192.5423235863654,-192.54670257910036
BH9_09_8TS,-423.7067075545646,-423.6994891689499
BH9_09_9P,-423.7526757605717,-423.75145317993776
BH9_09_9R1,-231.16468679055114,-231.16439441049206
BH9_09_9R2,-192.54232358715177,-192.54670258009682
BH9_09_9TS,-423.6970172488469,-423.68948917264345
BHDIV10_ed1,-420.9821491775377,-420.98166037746006
BHDIV10_ed10,-132.75179734207927,-132.7518252245092
BHDIV10_ed3,-479.7397485585112,-479.74036718496507
BHDIV10_ed4,-119.05845661025093,-119.05829277290391
BHDIV10_ed5,-370.8583108079242,-370.8545313846704
BHDIV10_ed6,-558.3283094283428,-558.3209416869589
BHDIV10_ed7,-1815.3796989700008,-1815.3794308678634
BHDIV10_ts1,-420.94507681879304,-420.94357205990946
BHDIV10_ts10,-132.65430885251462,-132.65388722114793
BHDIV10_ts3,-479.6847232471051,-479.684790367228
BHDIV10_ts4,-118.90550608516573,-118.90545763809739
BHDIV10_ts5,-370.8284101925635,-370.8167205795381
BHDIV10_ts6,-558.3063944007076,-558.3121478819778
BHDIV10_ts7,-1815.3354160642448,-1815.3434798831804
BHPERI_00r,-78.56657695051871,-78.56657002687389
BHPERI_02r,-194.08053880334649,-194.0804460527828
BHPERI_02ts,-272.6184997265456,-272.6150622806855
BHPERI_03r,-445.4562072770232,-445.45890772885406
BHPERI_03ts,-523.995960426027,-523.9936584028891
BHPERI_04r,-230.02843271686754,-230.02848021950538
BHPERI_04ts,-308.5574568649781,-308.55354739817903
BHPERI_05r,-210.1642038338159,-210.1641982057087
BHPERI_06ts,-288.684982894222,-288.68300540829483
BHPERI_07r,-496.7231962709375,-496.7247033994931
BHPERI_07ts,-575.2558394065427,-575.2533087697792
BHPERI_08ts,-575.2565182016929,-575.2519258361428
BHPERI_09r,-552.993008602061,-552.9932064428295
BHPERI_09ts,-631.508995337003,-631.504931307374
BHPERI_1-3-Cyclopentadiene,-194.08018761506824,-194.080095158134
BHPERI_Cis-triscyclopropacyclohexane,-350.0477651550698,-350.0468396395059
BHPERI_Ethylene,-78.56645784109716,-78.5664515537186
BHPERI_TS11,-388.13204804295896,-388.13010670699174
